,flight_number,airline_code,departure_airport,arrival_airport,flighthistory_id,aircraft_id,original_departure_utc,published_dept_time,published_arr_time,present_condition,dewpoint,temperature,visibility,wind_speed,knots,bearing,altitude,callsign,ground_speed,latitude_degrees,longitude_degrees
14328,1240.0,9E,DSM,DTW,306522569.0,FLG4266,2013-08-20 15:18:00+00,11:30:00,13:23:00,Light Rain,55.24135887,73.0,10.0,4.6,4.6,340.0,17356.29723,EJA617,394,43.79999924,-108.3499985
14329,1178.0,MQ,DEN,ORD,306519641.0,AAL1752,2013-08-20 22:50:00+00,00:10:00,02:30:00,Haze,73.0,78.0,10.0,9.21,9.21,260.0,17356.29723,SKW4445,472,44.56999969,-109.6500015
14330,782.0,OO,DEN,SLC,306573955.0,SWA367,2013-08-20 20:50:00+00,17:25:00,18:52:00,Mist,53.0,59.0,8.06287664,9.21,9.21,280.0,17356.29723,SWA4304,454,47.09999847,-116.5199966
14331,523.0,DL,ATL,RDU,306399728.0,DAL1803,2013-08-19 15:10:00+00,21:29:00,22:57:00,Mist,60.0,68.0,9.0,5.75,5.75,340.0,17356.29723,AAL1449,465,37.63000107,-112.0500031
14332,706.0,MQ,ATL,LGA,306501246.0,DAL456,2013-08-20 23:45:00+00,15:35:00,17:50:00,Shallow Fog,50.0,75.0,10.0,18.41,18.41,60.0,17356.29723,UAL1486,472,38.91999817,-115.7200012
14333,121.0,MQ,LGA,ATL,306444822.0,DAL2247,2013-08-19 17:59:00+00,18:29:00,20:59:00,Light Rain,44.0,60.0,10.0,5.75,5.75,250.0,17356.29723,CPZ5785,481,35.06999969,-95.97000122
14334,249.0,DL,AUS,ATL,306400243.0,DAL452,2013-08-19 21:10:00+00,18:15:00,20:27:00,Haze,42.0,48.0,10.0,4.6,4.6,310.0,17356.29723,AAL1224,446,37.52999878,-111.3300018
14335,241.0,AA,ABQ,DFW,306520511.0,AAL1O24,2013-08-20 21:55:00+00,14:50:00,16:30:00,Light Rain,39.0,41.0,5.9,6.9,6.9,190.0,17356.29723,EJA919,466,38.58000183,-115.8499985
14336,200.0,G7,IAD,DTW,306434049.0,FLG4254,2013-08-19 23:25:00+00,12:07:00,13:40:00,Rain,59.0,59.0,1.0,2.3,2.3,310.0,17356.29723,SWA25,402,34.15000153,-93.98000336
14337,1056.0,MQ,DSM,ORD,308305755.0,EGF2841,2013-09-07 21:10:00+00,21:40:00,23:00:00,Mist,62.0,84.0,5.9,6.9,6.9,310.0,17356.29723,SWA600,415,39.72000122,-105.4700012
14338,170.0,9E,MSP,FSD,306454261.0,CPZ5687,2013-08-20 03:05:00+00,22:25:00,23:35:00,Mist,48.0,48.0,10.0,3.45,3.45,350.0,17356.29723,EGF3410,404,34.90000153,-94.80000305
14339,2054.0,AA,DFW,LGA,306419000.0,CPZ58O8,2013-08-19 17:20:00+00,12:00:00,15:25:00,Mist,73.0,73.0,5.59,0.0,0.0,170.0,17356.29723,SWA4381,452,31.97999954,-96.06999969
14340,3611.0,AA,MSP,ORD,306454473.0,TCF3477,2013-08-19 20:57:00+00,16:15:00,17:40:00,Mist,60.0,68.0,6.0,5.75,5.75,230.0,17356.29723,UAL1699,421,38.90000153,-111.7699966
14341,344.0,DL,ORD,ATL,306459306.0,UAL1106,2013-08-20 00:50:00+00,15:15:00,17:05:00,Fog,51.0,73.0,10.0,6.9,6.9,260.0,17356.29723,DAL968,493,44.31999969,-106.4000015
14342,23.0,UA,ORD,EWR,306459719.0,UAL634,2013-08-19 11:07:00+00,12:00:00,14:04:00,Light Thunderstorm Rain,53.0,68.0,5.9,12.66,12.66,330.0,17356.29723,OPT402,427,39.72999954,-82.44999695
14343,1206.0,S5,LGA,BUF,306307593.0,GJS6188,2013-08-18 21:25:00+00,15:30:00,17:07:00,Fog,71.0,73.0,8.0,0.0,0.0,320.0,2000.0,AWE2045,461,39.88000107,-80.73000336
14344,819.0,AA,TUL,DFW,306481008.0,EGF2994,2013-08-19 14:00:00+00,12:00:00,13:10:00,Mist,51.0,57.0,8.06287664,8.06,8.06,190.0,53000.0,UAL536,502,36.47000122,-114.1299973
14345,238.0,DL,LAX,LAS,306544310.0,UAL593,2013-08-20 20:34:00+00,04:15:00,05:28:00,Rain,46.0,66.0,5.9,6.9,6.9,350.0,17356.29723,EGF3304,374,37.72999954,-86.55000305
14346,984.0,S5,GRB,MSP,307916186.0,FLG3581,2013-09-03 20:25:00+00,18:09:00,19:20:00,Mist,51.0,64.0,10.0,14.96,14.96,270.0,17356.29723,AWE713,444,40.0,-85.15000153
14347,12.0,MQ,LGA,ATL,306444793.0,TRS347,2013-08-19 10:00:00+00,16:05:00,18:30:00,Mist,78.0,89.0,6.21,8.95,8.95,350.0,17356.29723,AAL1O29,454,28.25,-86.5
14348,349.0,OO,OAK,LAX,306558510.0,SWA403,2013-08-20 15:10:00+00,18:05:00,19:32:00,Mist,53.0,71.0,10.0,9.21,9.21,990.0,17356.29723,NKS197,503,31.95000076,-78.55000305
14349,822.0,OO,SAN,LAX,306469300.0,EGF3152,2013-08-19 17:45:00+00,20:53:00,21:45:00,Light Rain,68.0,82.0,5.9,10.36,10.36,210.0,17356.29723,CPZ5812,412,47.40000153,-114.4300003
14350,41.0,MQ,ORD,CLT,306357498.0,ASQ5871,2013-08-18 21:23:00+00,02:30:00,04:20:00,Thunderstorm,37.0,69.0,10.0,5.75,5.75,290.0,17356.29723,DAL1958,457,30.64999962,-81.41999817
14351,1316.0,9E,DTW,CLE,306522787.0,CHQ6403,2013-08-20 14:35:00+00,14:32:00,15:28:00,Patches Fog,46.0,102.0,6.21,0.0,0.0,210.0,17356.29723,AWE748,429,29.92000008,-81.43000031
14352,69.0,MQ,DFW,LRD,306447878.0,EGF2941,2013-08-19 21:50:00+00,14:15:00,15:35:00,Low Drifting Snow,51.0,69.0,10.0,8.06,8.06,260.0,3000.0,DAL520,279,42.16999817,-83.47000122
14353,833.0,AA,ORD,SEA,306261055.0,ASA29,2013-08-17 20:10:00+00,13:50:00,18:15:00,Mist,39.0,69.0,6.21,4.6,4.6,300.0,17356.29723,SWA888,416,39.15000153,-121.7200012
14354,2053.0,AA,DFW,CMH,306418693.0,AAL842,2013-08-20 01:00:00+00,22:40:00,01:00:00,Mist,14.0,68.0,8.06287664,4.6,4.6,310.0,17356.29723,UAL3,425,45.83000183,-115.1299973
14355,322.0,OO,SLC,PSC,306574065.0,SKW4778,2013-08-20 23:16:00+00,21:17:00,22:56:00,Mist,68.0,87.0,5.9,10.36,10.36,130.0,17356.29723,DAL1868,439,32.06999969,-90.06999969
14356,5728.0,AA,DFW,AUS,306519951.0,AAL1387,2013-08-20 18:55:00+00,14:45:00,15:45:00,Mist,62.0,78.0,10.0,6.596111013,6.596111013,110.0,17356.29723,CPZ5800,445,37.08000183,-85.65000153
14357,7204.0,VX,LAX,JFK,306544263.0,AAL2,2013-08-20 16:30:00+00,17:40:00,23:05:00,Thunderstorm,44.0,48.0,5.9,5.75,5.75,210.0,17356.29723,UAL1558,428,32.84999847,-92.23000336
14358,500.0,DL,ATL,DTW,306500946.0,TRS714,2013-08-20 19:25:00+00,14:50:00,16:47:00,Mist,50.0,91.0,6.21,23.02,23.02,110.0,17356.29723,FLG3731,216,42.84999847,-73.58000183
14359,157.0,CP,MOT,MSP,306554089.0,SKW4759,2013-08-20 17:09:00+00,18:15:00,19:42:00,Fog,35.0,91.0,6.21,17.26,17.26,240.0,3000.0,SWA478,302,37.25,-121.6999969
14360,38.0,VX,SFO,LAX,306471572.0,UAL1240,2013-08-20 03:00:00+00,17:50:00,19:10:00,Mist,69.0,82.0,6.21,20.71,20.71,210.0,17356.29723,EGF3610,387,35.88000107,-120.9199982
14361,3794.0,AA,ATL,MIA,306501378.0,AAL1571,2013-08-20 20:15:00+00,18:25:00,20:30:00,Mist,53.0,62.0,10.0,5.75,5.75,220.0,17356.29723,SWA442,394,39.72000122,-119.7799988
14362,8807.0,DL,SAT,ATL,306469474.0,DAL774,2013-08-19 11:32:00+00,12:45:00,15:07:00,Mist,55.0,71.0,10.0,4.6,4.6,90.0,17356.29723,DAL1733,402,34.79999924,-91.19999695
14363,961.0,AA,DFW,TPA,306419421.0,AAL2044,2013-08-19 12:30:00+00,19:40:00,22:05:00,Haze,59.0,62.0,15.0,2.3,2.3,180.0,17356.29723,ASA568,472,34.91999817,-119.3499985
14364,1191.0,9E,ATL,GSP,306501077.0,ASQ5142,2013-08-21 00:45:00+00,21:30:00,22:30:00,Light Rain,44.0,91.0,6.21,4.47,4.47,290.0,17356.29723,SQH311,233,34.31999969,-91.34999847
14365,201.0,AA,ELP,DFW,306319292.0,AAL1440,2013-08-18 22:05:00+00,22:05:00,23:50:00,Patches Fog,55.0,60.0,15.0,11.51,11.51,260.0,17356.29723,DAL18O1,317,42.16999817,-70.97000122
14366,1672.0,MQ,LGA,RDU,306567827.0,EGF3404,2013-08-20 15:59:00+00,00:00:00,01:40:00,Rain in the vicinity,44.0,44.0,15.0,5.75,5.75,270.0,17356.29723,SWA2509,287,42.34999847,-70.75
14367,1497.0,DL,ATL,RDU,306399729.0,TRS679,2013-08-19 21:55:00+00,00:50:00,02:18:00,Haze,75.0,77.0,8.06287664,1.15,1.15,250.0,17356.29723,AWI3836,339,41.0,-73.05000305
14368,331.0,AA,LAX,DFW,306443349.0,AAL1963,2013-08-19 08:15:00+00,07:50:00,10:45:00,Showers in the vicinity,60.0,84.0,10.0,17.26,17.26,60.0,17356.29723,AWE2112,296,42.02999878,-70.72000122
14369,1486.0,MQ,ORD,MCI,306460028.0,EGF2945,2013-08-19 14:35:00+00,12:15:00,13:40:00,Mist,50.0,62.0,10.0,9.21,9.21,210.0,17356.29723,AAY184,411,40.83000183,-120.4199982
14370,6310.0,9K,MSS,ALB,307155115.0,KAP55O,2013-08-26 16:57:00+00,21:06:00,22:08:00,Mist,51.0,53.0,10.0,0.0,0.0,260.0,17356.29723,DAL1220,469,36.11999893,-93.69999695
14371,1729.0,AA,DFW,ORD,306319175.0,SKW5197,2013-08-18 23:13:00+00,20:15:00,22:35:00,Fog,55.24135887,59.0,8.06287664,16.11,16.11,250.0,17356.29723,DAL1127,456,37.70000076,-86.33000183
14372,5116.0,DL,MCI,MSP,306550234.0,DAL1343,2013-08-20 22:05:00+00,22:08:00,23:33:00,Mist,66.0,89.0,10.0,5.75,5.75,300.0,17356.29723,SWA131,421,39.47000122,-122.25
14373,244.0,9E,GRR,DTW,306428818.0,DAL689,2013-08-19 22:10:00+00,12:15:00,13:22:00,Haze,59.0,64.0,5.9,11.18,11.18,210.0,3000.0,ASQ4357,465,37.36999893,-88.33000183
14374,5885.0,MQ,ORD,DSM,306124008.0,EGF2969,2013-08-16 19:10:00+00,16:40:00,17:50:00,Thunderstorm in the vicinity,48.0,96.0,6.21,21.87,21.87,290.0,17356.29723,AAL168O,415,34.5,-99.94999695
14375,3791.0,AA,JFK,LAX,306337134.0,JBU523,2013-08-19 00:59:00+00,11:30:00,17:25:00,Light Rain,64.0,80.0,10.0,10.36,10.36,280.0,17356.29723,TRS244,409,32.18000031,-78.23000336
14376,1223.0,AA,LAX,ORD,306544461.0,UAL1195,2013-08-20 18:19:00+00,16:20:00,20:25:00,Light Rain,53.0,55.0,10.0,8.06,8.06,290.0,17356.29723,QXE381,208,47.47000122,-122.1500015
14377,349.0,OO,LAX,LAS,306342492.0,DAL1433,2013-08-18 22:05:00+00,14:00:00,15:14:00,Heavy Rain,50.0,71.0,5.9,6.9,6.9,310.0,17356.29723,UAL297,440,34.58000183,-113.1999969
14378,5170.0,AA,LGA,DFW,306545695.0,AAL743,2013-08-20 16:10:00+00,18:00:00,21:55:00,Mist,75.0,84.0,10.0,9.21,9.21,320.0,39000.0,QXE513,321,45.06999969,-121.6699982
14379,3428.0,MQ,ICT,ORD,306435522.0,EGF3312,2013-08-19 15:50:00+00,15:50:00,17:35:00,Light Snow,64.0,84.0,6.21,0.0,0.0,60.0,17356.29723,AWE6O3,437,47.5,-116.3499985
14380,259.0,S5,ORD,LGA,306260719.0,TCF3494,2013-08-17 23:00:00+00,13:30:00,15:44:00,Showers in the vicinity,57.0,62.0,5.9,2.3,2.3,320.0,17356.29723,FLG4181,263,42.86999893,-83.66999817
14381,311.0,OO,LAX,FAT,306544147.0,SKW5545,2013-08-20 16:06:00+00,03:00:00,03:55:00,Light Rain,50.0,82.0,6.21,9.21,9.21,340.0,17356.29723,SWA986,402,34.25,-110.9199982
14382,3990.0,DL,MKE,MSP,306452843.0,DAL1O71,2013-08-19 12:05:00+00,20:15:00,21:34:00,Mist,69.0,75.0,7.0,4.6,4.6,350.0,17356.29723,AAL1342,463,33.91999817,-114.0999985
14383,131.0,MQ,SPS,DFW,307579075.0,EGF3061,2013-08-30 19:35:00+00,15:45:00,16:30:00,Light Rain Showers,69.0,78.0,10.0,12.66,12.66,240.0,17356.29723,SWA7,265,30.67000008,-85.98000336
14384,8431.0,B6,BOS,ACK,308089587.0,KAP93,2013-09-05 17:30:00+00,17:55:00,18:41:00,Thunderstorm,71.0,77.0,3.11,6.9,6.9,310.0,17356.29723,SWA4216,435,30.82999992,-83.31999969
14385,5957.0,G7,STL,DTW,306421456.0,SWA103,2013-08-19 13:45:00+00,11:40:00,13:18:00,Shallow Fog,55.0,69.0,10.0,3.45,3.45,80.0,17356.29723,AWE1831,432,33.95000076,-80.93000031
14386,422.0,EV,ATL,CRW,306300033.0,DAL967,2013-08-19 00:33:00+00,16:09:00,17:28:00,Mist,35.0,48.0,6.21,6.9,6.9,240.0,17356.29723,EJA635,391,38.15000153,-120.6200027
14387,3596.0,G7,LGA,CLT,306545603.0,GJS6184,2013-08-20 10:30:00+00,10:30:00,12:45:00,Mist,55.0,73.0,10.0,6.9,6.9,270.0,17356.29723,DAL1844,474,34.22000122,-96.68000031
14388,34.0,AA,DFW,ELP,306520146.0,AAL2O01,2013-08-20 23:25:00+00,15:20:00,17:00:00,Haze,64.0,68.0,7.0,0.0,0.0,210.0,17356.29723,FFT847,184,47.59999847,-122.3000031
14389,826.0,DL,LGA,ATL,306545503.0,DAL1547,2013-08-20 11:00:00+00,15:00:00,17:32:00,Fog in the vicinity,46.0,50.0,10.0,31.07,31.07,260.0,17356.29723,DAL1929,430,41.36999893,-105.8000031
14390,1894.0,AA,PHL,DFW,306563810.0,AAL1527,2013-08-20 20:30:00+00,13:10:00,16:45:00,Fog,51.0,84.0,5.9,13.81,13.81,160.0,17356.29723,AAL1041,380,32.83000183,-96.48000336
14391,721.0,OO,LAX,SAN,306469311.0,SKW6327,2013-08-19 19:00:00+00,00:40:00,01:30:00,Mist,55.24135887,69.7258681,8.06287664,13.81,13.81,300.0,17356.29723,UAL261,456,32.68000031,-93.18000031
14392,986.0,RP,SDF,DTW,306570246.0,CPZ5730,2013-08-20 12:02:00+00,12:06:00,13:30:00,Mist,73.0,89.0,0.62,6.596111013,6.596111013,330.0,17356.29723,SKW5374,431,36.29999924,-121.3000031
14393,3680.0,AA,ORD,DFW,306459631.0,AAL2303,2013-08-19 11:50:00+00,15:10:00,17:40:00,Mist,30.0,37.0,5.9,0.0,0.0,220.0,17356.29723,SWA3327,242,40.22999954,-104.4800034
14394,1854.0,B6,OAK,IAD,306458241.0,JBU18,2013-08-20 05:49:00+00,05:49:00,10:46:00,Fog in the vicinity,55.24135887,46.0,15.0,57.54,57.54,220.0,17356.29723,VRD231,431,37.72000122,-104.7799988
14395,269.0,DL,ATL,IND,306501158.0,TRS164,2013-08-20 20:20:00+00,17:42:00,19:10:00,Light Rain,71.0,93.0,10.0,10.36,10.36,990.0,17356.29723,GLA89U,258,39.22000122,-104.6299973
14396,6115.0,9E,RDU,JFK,306567815.0,FLG3374,2013-08-20 20:00:00+00,20:01:00,21:43:00,Light Rain,37.0,87.0,10.0,0.0,0.0,240.0,17356.29723,DAL2175,423,41.22000122,-106.9700012
14397,537.0,EV,HPN,ATL,306433366.0,ASQ5030,2013-08-19 14:23:00+00,16:35:00,18:52:00,Patches Fog,66.0,78.0,5.9,12.66,12.66,360.0,17356.29723,JBU147,510,34.56999969,-120.3700027
14398,219.0,G7,LGA,RDU,306467822.0,GJS6198,2013-08-19 18:29:00+00,14:30:00,16:29:00,Haze,62.0,75.0,10.0,5.75,5.75,310.0,17356.29723,SKW5503,229,37.43000031,-122.1699982
14399,3870.0,VX,JFK,LAX,306438015.0,JBU23,2013-08-19 11:00:00+00,13:25:00,19:20:00,Fog,68.0,77.0,10.0,6.9,6.9,280.0,17356.29723,SWA1567,431,40.0,-106.5299988
14400,1802.0,DL,ATL,TPA,306301002.0,DAL1491,2013-08-18 23:15:00+00,23:15:00,00:44:00,Mist,66.0,78.0,10.0,6.9,6.9,220.0,17356.29723,UAL1086,461,47.16999817,-119.9499969
14401,1717.0,UA,IAH,DEN,306418280.0,UAL16O4,2013-08-19 20:35:00+00,00:21:00,03:00:00,Light Thunderstorm Rain,66.0,73.0,10.0,4.6,4.6,350.0,17356.29723,SWA150,465,38.65000153,-117.5699997
14402,5.0,DL,ATL,CHS,306593680.0,SUB1318,2013-08-19 08:30:00+00,21:48:00,23:05:00,Light Rain,39.0,55.0,15.0,6.9,6.9,250.0,17356.29723,EJA93O,530,35.91999817,-109.4300003
14403,132.0,DL,LGA,DTW,306445028.0,EGF3478,2013-08-19 11:55:00+00,11:15:00,13:11:00,Haze,46.0,113.0,6.21,0.0,0.0,230.0,17356.29723,DAL16,490,36.08000183,-115.0699997
14404,2040.0,DL,ATL,BDL,306500666.0,DAL1724,2013-08-20 19:02:00+00,13:41:00,16:03:00,Mist,66.0,80.0,5.9,16.11,16.11,310.0,17356.29723,AAL1121,477,33.77000046,-95.40000153
14405,1282.0,OO,PHX,LAX,306464329.0,SKW262O,2013-08-19 17:05:00+00,13:10:00,14:36:00,Light Rain,60.0,64.0,10.0,5.75,5.75,250.0,17356.29723,QXE474,312,36.15000153,-120.3499985
14406,6122.0,AA,LGA,ORD,306343913.0,TCF3517,2013-08-18 22:00:00+00,22:45:00,01:30:00,Haze,55.24135887,69.7258681,8.06287664,6.596111013,6.596111013,310.0,17356.29723,EJA689,365,32.27000046,-96.26999664
14407,2611.0,EV,DTW,MSN,306352239.0,TCF5973,2013-08-18 19:50:00+00,14:06:00,15:23:00,Thunderstorm in the vicinity,48.0,66.0,10.0,6.9,6.9,190.0,17356.29723,SWA543,406,37.61999893,-111.8700027
14408,7700.0,S5,EWR,MSY,306525651.0,TCF3515,2013-08-20 20:29:00+00,12:09:00,15:19:00,Mist,64.0,66.0,10.0,5.75,5.75,250.0,17356.29723,ASQ5801,492,42.52999878,-99.84999847
14409,6056.0,DL,DTW,BOS,306522747.0,DAL1622,2013-08-20 21:25:00+00,21:26:00,23:16:00,Fog,28.0,57.0,6.21,12.66,12.66,310.0,17356.29723,AAL1629,373,32.33000183,-97.66999817
14410,35.0,G7,DTW,IND,306522954.0,GJS6197,2013-08-20 19:43:00+00,19:43:00,20:55:00,Mist,51.0,66.0,10.0,12.66,12.66,310.0,17356.29723,SWA1O5,471,35.08000183,-119.8499985
14411,1079.0,MQ,DFW,ABI,306296125.0,EGF2897,2013-08-18 21:20:00+00,23:30:00,00:20:00,Mist,46.0,62.0,6.21,4.6,4.6,230.0,17356.29723,DAL2289,478,38.22999954,-119.8799973
14412,3418.0,OO,SLC,IDA,307578135.0,SKW4619,2013-08-30 17:24:00+00,15:49:00,16:48:00,Mist,42.0,64.0,8.06287664,12.66,12.66,250.0,17356.29723,DAL1665,447,39.06999969,-111.0800018
14413,641.0,AA,SFO,JFK,306471515.0,JBU416,2013-08-19 18:53:00+00,14:05:00,19:35:00,Showers in the vicinity,37.0,71.0,10.0,3.45,3.45,130.0,17356.29723,AAL15O9,453,41.31999969,-71.31999969
14414,5487.0,CP,SFO,LAX,306368970.0,SWA3O2,2013-08-18 23:15:00+00,14:00:00,15:30:00,Mist,46.0,73.0,10.0,5.75,5.75,340.0,17356.29723,CHQ6O86,304,41.36999893,-71.08000183
14415,165.0,MQ,ORD,OKC,306460183.0,CHQ5O75,2013-08-19 19:05:00+00,14:50:00,16:45:00,Mist,44.0,48.0,8.06287664,1.15,1.15,160.0,17356.29723,DAL140,490,39.77999878,-110.3000031
14416,367.0,AA,DFW,ATL,306318587.0,AAL1884,2013-08-18 20:20:00+00,18:20:00,20:30:00,Mist,48.0,55.0,10.0,4.6,4.6,340.0,17356.29723,AWE498,439,38.15000153,-115.5699997
14417,1497.0,EV,DTW,ORF,306421832.0,FLG3646,2013-08-19 14:13:00+00,19:27:00,21:15:00,Rain,53.0,55.0,15.0,0.0,0.0,240.0,17356.29723,DAL32O,437,37.47999954,-107.8300018
14418,27.0,AA,JFK,BOS,306336926.0,JBU418,2013-08-19 00:10:00+00,16:50:00,18:00:00,Light Rain,37.0,42.0,5.9,5.75,5.75,120.0,17356.29723,UAL1714,450,36.97000122,-111.1200027
14419,4011.0,AA,MIA,MCO,306552918.0,AAL1528,2013-08-20 14:10:00+00,14:10:00,15:20:00,Light Rain,46.0,55.0,8.06287664,6.596111013,6.596111013,320.0,17356.29723,SWA3592,266,37.45000076,-121.6200027
14420,1886.0,DL,ATL,MEM,306399447.0,DAL613,2013-08-19 23:05:00+00,21:28:00,22:51:00,Thunderstorm,62.0,69.0,8.06287664,5.75,5.75,200.0,17356.29723,VRD360,498,39.97000122,-107.4000015
14421,4863.0,DL,DTW,LGA,306421703.0,DAL1548,2013-08-19 21:25:00+00,14:00:00,15:43:00,Mist,41.0,55.0,10.0,0.0,0.0,330.0,17356.29723,UAL1531,437,37.5,-105.25
14422,629.0,AA,ORD,LAX,306459926.0,UAL1685,2013-08-19 17:32:00+00,20:30:00,00:40:00,Mist,33.0,41.0,5.9,0.0,0.0,90.0,17356.29723,JBU17,446,38.09999847,-118.9499969
14423,907.0,OO,SLC,DEN,306573874.0,SKW6536,2013-08-20 21:03:00+00,23:06:00,00:38:00,Mist,50.0,55.0,7.0,6.9,6.9,320.0,17356.29723,AAL1109,442,32.66999817,-95.23000336
14424,212.0,OO,SJC,LAX,306443627.0,SWA462,2013-08-19 15:00:00+00,00:35:00,01:55:00,Drizzle,55.0,64.0,10.0,4.6,4.6,290.0,17356.29723,SKW2578,213,36.79999924,-119.8199997
14425,4782.0,EV,DCA,EWR,306416983.0,RPA4871,2013-08-19 18:47:00+00,11:03:00,12:09:00,Haze,42.0,64.0,10.0,4.6,4.6,360.0,17356.29723,EJA381,427,39.63000107,-104.5199966
14426,1219.0,9K,UIN,STL,307868842.0,KAP386,2013-09-02 22:45:00+00,22:55:00,23:45:00,Light Rain Showers,51.0,60.0,10.0,0.0,0.0,290.0,17356.29723,JBU16,498,42.33000183,-101.6699982
14427,358.0,MQ,SAN,LAX,308638737.0,SKW2590,2013-09-11 02:00:00+00,17:45:00,18:30:00,Heavy Rain Showers,66.0,73.0,10.0,9.21,9.21,230.0,17356.29723,SWA139,472,39.11999893,-122.6500015
14428,887.0,AA,DFW,SEA,306419318.0,AAL2O43,2013-08-19 23:30:00+00,01:30:00,05:35:00,Rain Showers,71.0,78.0,5.9,0.0,0.0,280.0,17356.29723,VRD1,472,39.52999878,-111.1500015
14429,5291.0,MQ,LGA,RDU,306545943.0,EGF3531,2013-08-20 12:15:00+00,21:25:00,23:00:00,Light Rain Showers,53.0,64.0,4.0,11.51,11.51,350.0,17356.29723,DAL2388,487,38.66999817,-108.0699997
14430,654.0,OO,LAX,SFO,306544636.0,SWA609,2013-08-20 23:05:00+00,01:00:00,02:22:00,Haze,68.0,75.0,10.0,6.9,6.9,110.0,17356.29723,ASA615,467,38.66999817,-118.5699997
14431,529.0,VX,SFO,SAN,306471778.0,SWA487,2013-08-19 23:00:00+00,00:55:00,02:25:00,Light Rain Showers,80.0,96.0,3.73,16.11,16.11,130.0,17356.29723,UAL999,439,37.84999847,-109.8300018
14432,3858.0,9E,ORD,MSP,306358116.0,DAL22O7,2013-08-19 00:25:00+00,17:14:00,18:45:00,Rain,28.0,75.0,6.21,5.75,5.75,30.0,17356.29723,UAL1448,490,39.97999954,-102.7699966
14433,371.0,EV,ORD,ALB,306559472.0,UAL1263,2013-08-20 19:11:00+00,21:24:00,23:29:00,Light Rain,42.0,48.0,10.0,9.21,9.21,290.0,17356.29723,DAL1181,437,36.52999878,-110.0999985
14434,1001.0,MQ,TUL,ORD,306481039.0,ASQ5999,2013-08-19 19:25:00+00,17:05:00,18:55:00,Light Drizzle Rain,69.0,86.0,5.9,11.51,11.51,330.0,17356.29723,ASQ6129,364,30.93000031,-95.62000275
14435,718.0,S5,BOS,LGA,306507269.0,TCF5887,2013-08-20 19:00:00+00,13:00:00,14:19:00,Patches Fog,50.0,75.0,10.0,5.75,5.75,10.0,17356.29723,DAL2136,476,33.5,-92.59999847
14436,6087.0,AA,DEN,ORD,306418242.0,UAL690,2013-08-19 18:45:00+00,12:35:00,15:05:00,Fog,42.0,68.0,10.0,11.51,11.51,250.0,17356.29723,SKW5544,429,38.20000076,-105.0199966
14437,4865.0,9E,BNA,MSP,306304725.0,FLG3289,2013-08-18 23:15:00+00,21:28:00,23:40:00,Fog,28.0,51.0,10.0,3.45,3.45,300.0,17356.29723,TCF3466,463,41.27999878,-110.2200012
14438,162.0,EV,ATL,HSV,306399195.0,DAL1633,2013-08-19 14:45:00+00,00:57:00,01:53:00,Mist,42.0,46.0,10.0,0.0,0.0,320.0,17356.29723,SKW6329,222,37.59999847,-122.5999985
14439,121.0,OO,ABQ,SLC,306496852.0,SKW4441,2013-08-20 12:05:00+00,00:32:00,02:10:00,Mist,46.0,53.0,8.06287664,0.0,0.0,240.0,17356.29723,DAL1757,509,34.06999969,-99.25
14440,1503.0,YX,JAX,DCA,306437380.0,AWI3854,2013-08-19 14:00:00+00,22:30:00,00:29:00,Fog,55.0,59.0,3.73,6.9,6.9,280.0,17356.29723,ASQ5984,395,39.72999954,-102.5999985
14441,795.0,MQ,ATL,ORD,306501490.0,GJS3678,2013-08-20 18:32:00+00,13:25:00,15:25:00,Drizzle reported recently,50.0,55.0,8.06287664,4.6,4.6,220.0,18000.0,NASA6O1,338,40.11999893,-100.6999969
14442,6234.0,DL,ATL,JAX,306300384.0,DAL1789,2013-08-18 21:35:00+00,16:16:00,17:24:00,Mist,75.0,75.0,0.62,11.51,11.51,270.0,17356.29723,SWA4032,356,40.22000122,-103.6800003
14443,3835.0,UA,JFK,LAX,306438016.0,JBU223,2013-08-19 13:35:00+00,21:59:00,03:58:00,Mist,51.0,62.0,10.0,10.36,10.36,320.0,17356.29723,ASQ4491,444,32.56999969,-96.80000305
14444,1875.0,OO,TWF,SLC,307489979.0,AMF833,2013-08-27 00:20:00+00,12:40:00,13:30:00,Thunderstorm in the vicinity,50.0,53.0,10.0,0.0,0.0,330.0,17356.29723,SWA455,301,39.31999969,-119.5999985
14445,116.0,DL,ATL,LAX,306399301.0,DAL1555,2013-08-19 13:40:00+00,11:25:00,16:06:00,Light Rain Showers,53.0,59.0,5.9,5.75,5.75,210.0,17356.29723,AAL1502,268,38.84999847,-90.43000031
14446,1964.0,DL,PHX,MSP,306356391.0,SWA1541,2013-08-18 23:20:00+00,14:05:00,17:15:00,Thunderstorm reported recently,59.0,73.0,10.0,9.21,9.21,130.0,17356.29723,DAL1929,426,41.36999893,-105.7799988
14447,1653.0,MQ,ORD,EWR,306357694.0,TCF3523,2013-08-19 02:01:00+00,16:55:00,19:00:00,Patches Fog,69.0,93.0,8.06287664,17.26,17.26,360.0,17356.29723,UAL1676,422,39.93000031,-104.3799973
14448,1614.0,MQ,BNA,LGA,306505632.0,CPZ5768,2013-08-20 23:20:00+00,15:35:00,17:45:00,Light Rain,55.0,62.0,4.0,3.45,3.45,240.0,17356.29723,AWE472,210,40.09999847,-104.5999985
